연도,순위,제목,개봉일,관객수,관람등급,줄거리,링크
2017,39,노무현입니다,17.05.25,"1,855,515",12세이상관람가,"국회의원, 시장 선거 등 출마하는 선거마다 번번이 낙선했던 만년 꼴찌 후보 노무현이 2002년 대선 당시 대한민국 정당 최초로 도입된 새천년민주당 국민참여경선에 당당히 출사표를 던진다. 제주를 시작으로 전국 16개 도시에서 치러진 대국민 이벤트. 쟁쟁한 후보들과 엎치락뒤치락하며 제주 경선 3위, 울산 1위, 그리고 광주까지 석권한 지지율 2%의 꼴찌 후보 노무현이 전국을 뒤흔들기 시작한다.지지율 2%의 꼴찌 후보에서 대선후보 1위, 국민의 대통령이 되기까지2002년 전국을 뒤흔들었던 노무현, 그 기적의 역전 드라마",https://movie.daum.net/moviedb/main?movieId=108944
2017,40,저스티스 리그,17.11.15,"1,786,388",12세이상관람가,"인류의 수호자인 슈퍼맨이 사라진 틈을 노리고 ‘마더박스’를 차지하기 위해 빌런 스테픈울프가 악마군단을 이끌고 지구에 온다.마더박스는 시간과 공간, 에너지, 중력을 통제하는 범우주적인 능력으로 행성의 파괴마저도 초래하는 물체로이 강력한 힘을 통제하기 위해 고대부터 총 3개로 분리되어 보관되고 있던 것.인류에 대한 믿음을 되찾고 슈퍼맨의 희생 정신에 마음이 움직인 브루스 웨인은 새로운 동료인 다이애나 프린스에게 도움을 청해 이 거대한 적에 맞서기로 한다.배트맨과 원더 우먼은 새로이 등장한 위협에 맞서기 위해 아쿠아맨, 사이보그, 플래시를 찾아 신속히 팀을 꾸린다.이들 슈퍼히어로 완전체는 스테픈울프로부터 마더박스를 지키기 위해 지구의 운명을 건 전투를 벌인다!",https://movie.daum.net/moviedb/main?movieId=102145
2017,42,콩: 스컬 아일랜드,17.03.08,"1,689,717",12세이상관람가,"왕이 깨어났다! 적도 깨어났다!괴수 빅매치! KONG IS KING!지구의 왕은 우리가 아니다!전 세계 누구에게도 알려지지 않은 미지의 섬 스컬 아일랜드. 어느 날 세상에 존재하는 괴생명체를 쫓는 모나크’팀은 위성이 이 섬에 무언가를 포착했다는 정보를 입수한다. 이에 모나크의 수장이자 탐사팀의 리더를 필두로 지질학자, 생물학자가 합류하고, 수많은 전투에서 뼈가 굵은 베트남 베테랑인 중령과 부대원들, 그리고 전직 군인 출신의 정글 전문 가이드와‘반전’ 사진기자가 탐사의 진짜 목적을 파헤치기 위해 작전에 동참한다. 폭풍우를 헤치고 섬에 도착하자마자 그들 앞에 나타난 것은 바로 이 섬의 왕인 ‘콩’! 콩은 등장과 함께 모든 것을 박살내고, 가까스로 살아남은 생존자들은 해골이 흩뿌려진 황무지에서 콩의 적들까지 마주하게 되는데…",https://movie.daum.net/moviedb/main?movieId=104966
2017,43,23 아이덴티티,17.02.22,"1,676,011",15세이상관람가,"만약 그들이 자유자재로 변할 수 있다면요?23개의 인격을 가진 남자 ‘케빈’(제임스 맥어보이). 그는 언제 누가 등장할지 모르는 인격들 사이를 오가며 유일하게 자신을 이해하는 ‘플레처’ 박사(베티 버클리)에게만 자신의 이야기를 꺼내 놓는다. 어느 날, ‘케빈’은 지금까지 등장한 적 없는 24번째 인격의 지시로 3명의 소녀들을 납치하고 오래도록 계획했던 비밀스러운 일을 꾸민다. 소녀들이 그에게서 도망치려 할수록 ‘케빈’의 인격들은 점차 폭주하기 시작하는데…그 안의 수 많은 인격 중 누가, 누구를 위해 움직이는가",https://movie.daum.net/moviedb/main?movieId=105218
2017,44,임금님의 사건수첩,17.04.26,"1,635,003",12세이상관람가,"모든 사건은 직접 파헤쳐야 직성이 풀리는 총명한 왕 ‘예종’(이선균). 그를 보좌하기 위해 학식, 가문, 외모(?)는 물론 한 번 본 것은 절대 잊지 않는 비상한 재주까지 겸비한 신입사관 ‘이서’가 임명된다. 하지만 의욕과 달리 어리바리한 행동을 일삼던 이서는 예종의 따가운 눈총을 한 몸에 받으며 고된 궁궐 생활을 시작한다.때마침 한양에 괴이한 소문이 돌기 시작하고, 예종은 모든 소문과 사건이 심상치 않음을 직감한다. 예종과 이서는 모든 과학적 지식과 견문을 총동원, 괴소문의 실체를 파헤치기 위해 나서는데…!사건 쫓는 임금 X 임금 쫓는 신입사관궁 넘고 담 넘는 유쾌한 과학수사가 시작된다!",https://movie.daum.net/moviedb/main?movieId=97788
2017,45,부라더,17.11.02,"1,492,903",12세이상관람가,"가보도 팔아먹는 형 VS 집안도 팔아먹는 동생, 제대로 사고 쳤다!인디아나 존스를 꿈꾸며 유물발굴에 전 재산을 올인 하지만 현실은 늘어나는 빚과 쓸모 없는 장비뿐인 형 석봉(마동석) 가문을 대표하는 눈부신 외모와 명석한 두뇌로 잘 나가는 건설 회사에 다니지만 순간의 실수로 실직 위기에 처한 동생 주봉(이동휘) 3년 만에 본가로 강제소환(?) 당한 형제는 사고로 오로라(이하늬)를 치게 된다.이제 그들이 움직이기 시작한다! 사고 탓인지 원래 그런 건지,알 수 없는 말과 돌발 행동으로 형제를 헉(!)하게 만드는 멘탈까지 묘(?)한 여자 오로라형제의 인생에 훅 들어온 그녀는 그들에게 엄청난 비밀을 알려주게 되고 오로라의 말에 혹한 석봉과 주봉에게 지긋지긋한 안동은 노다지로 보이기 시작 하는데…",https://movie.daum.net/moviedb/main?movieId=108602
2017,46,기억의 밤,17.11.29,"1,387,779",15세이상관람가,새 집으로 이사 온 날 밤 정체불명의 괴한들에게 납치된 형 유석. 동생 진석은 형이 납치된 후매일 밤 환청과 환각에 시달리며 불안해한다.납치된지 19일째 되는 날 돌아온 유석은 그동안의 모든 기억을 잃었다고 말한다. 하지만 돌아온 뒤로 어딘가 변해버린 유석을 의심하던 진석은 매일 밤 사라지는 형을 쫓던 중 충격적인 사실과 마주하게 되는데... 두 남자의 엇갈린 기억 속 감춰진 살인사건의 진실을 찾아야만 한다!,https://movie.daum.net/moviedb/main?movieId=109631
2017,47,해피 데스데이,17.11.08,"1,382,650",15세이상관람가,“죽을 때까지 놀아줄게”생일날 반복되는 죽음이라는 특별한 선물을 받은 여대생의 끝나지 않는 파티,https://movie.daum.net/moviedb/main?movieId=113277
2017,48,브이아이피,17.08.23,"1,373,342",청소년관람불가,국정원과 CIA의 기획으로 북에서 온 VIP 김광일(이종석)이 살인사건의 유력한 용의자로 지목된다. 본능적으로 그가 범인임을 직감한 경찰 채이도(김명민)가 VIP를 뒤쫓지만 국정원 요원 박재혁(장동건)의 비호로 번번이 용의선상에서 벗어나는데…,https://movie.daum.net/moviedb/main?movieId=105591
2017,49,특별시민,17.04.26,"1,362,634",15세이상관람가,"“사람들이 믿게 만드는 것. 그게 바로 선거야”오직 서울만 사랑하는, 발로 뛰는 서울시장 ‘변종구’(최민식). 하지만 실은 어느 정치인보다도 최고 권력을 지향하며 이미지 관리에 철저한 정치 9단이다.선거 공작의 일인자인 선거대책본부장 ‘심혁수’(곽도원)를 파트너로 삼고, 겁없이 선거판에 뛰어든 젊은 광고 전문가 ‘박경’(심은경)까지 새롭게 영입한 변종구는 차기 대권을 노리며, 헌정 사상 최초의 3선 서울시장에 도전한다.하지만 상대 후보들의 치열한 공세에 예기치 못했던 사건들까지 일어나며 변종구의 3선을 향한 선거전에 위기가 거듭되는데...선거는 전쟁, 정치는 쇼!1,029만 명의 마음을 빼앗기 위한또 한 번의 쇼가 시작된다!",https://movie.daum.net/moviedb/main?movieId=101076
2017,50,에이리언: 커버넌트,17.05.09,"1,307,226",15세이상관람가,역사상 최대규모의 식민지 개척의무를 가지고 목적지로 향하던 ‘커버넌트’ 호는 미지의 행성으로부터 온 신호를 감지하고 그곳을 탐사하기로 결정한다. 희망을 가진 신세계일 것이라는 생각과 달리 그곳은 갈수록 어둡고 위험한 세계였다. 상상을 초월하는 위협이 밝혀지며 그들은 목숨을 건 최후의 탈출을 시도해야만 하는데……,https://movie.daum.net/moviedb/main?movieId=93503
2018,1,신과함께-인과 연,18.08.01,"12,278,010",12세이상관람가,"천 년 동안 48명의 망자를 환생시킨 저승 삼차사, 한 명만 더 환생시키면 그들도 새로운 삶을 얻을 수 있다. 하지만 강림(하정우)은 원귀였던 수홍(김동욱)을 자신들의 마지막 귀인으로 정하는 이해할 수 없는 선택을 한다. 저승법 상 원귀는 소멸되어야 마땅하나 염라대왕(이정재)은 저승 삼차사에게 새로운 조건을 내걸며 강림의 제안을 수락한다. 염라의 조건은 성주신(마동석)이 버티고 있어 저승 차사들이 가는 족족 실패하는 허춘삼 노인을 수홍의 재판이 끝나기 전까지 저승으로 데려오는 것. 허춘삼을 데리러 이승으로 내려간 해원맥(주지훈)과 덕춘(김향기), 하지만 성주신의 막강한 힘 앞에 속수무책으로 당하기만 하던 중 우연히 그가 천 년 전 과거에 해원맥과 덕춘을 저승으로 데려간 저승 차사였다는 사실을 알게 된다. 스스로도 기억 못 하는 과거에 대한 호기심으로 해원맥과 덕춘은 성주신과 거래를 시작하는데…이승과 저승, 현재와 과거를 오가는 천 년의 비밀이 밝혀진다!",https://movie.daum.net/moviedb/main?movieId=120166
2018,2,어벤져스: 인피니티 워,18.04.25,"11,233,176",12세이상관람가,"새로운 조합을 이룬 어벤져스,역대 최강 빌런 타노스에 맞서세계의 운명이 걸린 인피니티 스톤을 향한무한 대결이 펼쳐진다!4월, 마블의 클라이맥스를 목격하라!",https://movie.daum.net/moviedb/main?movieId=93251
2018,3,보헤미안 랩소디,18.10.31,"9,948,386",12세이상관람가,"“나는 스타가 되지 않을 것이다, 전설이 될 것이다”공항에서 수하물 노동자로 일하며 음악의 꿈을 키우던 이민자 출신의 아웃사이더 ‘파록버사라’보컬을 구하던 로컬 밴드에 들어가게 되면서 ‘프레디 머큐리’라는 이름으로 밴드 ‘퀸’을 이끌게 된다.시대를 앞서가는 독창적인 음악과 화려한 퍼포먼스로 관중들을 사로잡으며 성장하던 ‘퀸’은 라디오와 방송에서 외면을 받을 것이라는 음반사의 반대에도 불구하고 무려 6분 동안 이어지는 실험적인 곡 ‘보헤미안 랩소디’로 대성공을 거두며 월드스타 반열에 오른다.그러나 독보적인 존재감을 뿜어내던 ‘프레디 머큐리’는 솔로 데뷔라는 유혹에 흔들리게 되고 결국 오랜 시간 함께 해왔던 멤버들과 결별을 선언하게 되는데…세상에서 소외된 아웃사이더에서 전설의 록밴드 ‘퀸’ 되기까지,우리가 몰랐던 그들의 진짜 이야기가 시작된다!",https://movie.daum.net/moviedb/main?movieId=115280
2018,4,미션 임파서블: 폴아웃,18.07.25,"6,584,915",15세이상관람가,"예측 할 수 없는 미션. 피할 수 없는 선택전 세계 최강의 스파이 기관 IMF의 최고 요원 에단 헌트(톰 크루즈)와 그의 팀은 테러조직의 핵무기 소지를 막기 위해 미션에 착수한다.에단 헌트는 작전 수행 중 예상치 못한 결단을 내리게 되고, 중앙정보국 CIA는 그를 견제하기 위해 상급 요원 어거스트 워커(헨리 카빌)를 파견한다.최악의 테러 위기와 라이벌의 출현 속, 팀이 행한 모든 선의의 선택들이 최악의 결과로 돌아오면서 미션은 점점 더 예측할 수 없는 상황으로 치닫게 되는데…사상 가장 불가능한 미션, 피할 수 없다면 끝내야 한다!",https://movie.daum.net/moviedb/main?movieId=99611
2018,5,신과함께-죄와 벌,17.12.20,"14,414,658",12세이상관람가,"저승 법에 의하면, 모든 인간은 사후 49일 동안 7번의 재판을 거쳐야만 한다.살인, 나태, 거짓, 불의, 배신, 폭력, 천륜7개의 지옥에서 7번의 재판을 무사히 통과한 망자만이 환생하여 새로운 삶을 시작할 수 있다.“김자홍 씨께선, 오늘 예정 대로 무사히 사망하셨습니다”화재 사고 현장에서 여자아이를 구하고 죽음을 맞이한 소방관 자홍, 그의 앞에 저승차사 해원맥과 덕춘이 나타난다. 자신의 죽음이 아직 믿기지도 않는데 덕춘은 정의로운 망자이자 귀인이라며 그를 치켜세운다. 저승으로 가는 입구, 초군문에서 그를 기다리는 또 한 명의 차사 강림, 그는 차사들의 리더이자 앞으로 자홍이 겪어야 할 7번의 재판에서 변호를 맡아줄 변호사이기도 하다. 염라대왕에게 천년 동안 49명의 망자를 환생시키면 자신들 역시 인간으로 환생시켜 주겠다는 약속을 받은 삼차사들, 그들은 자신들이 변호하고 호위해야 하는 48번째 망자이자 19년 만에 나타난 의로운 귀인 자홍의 환생을 확신하지만, 각 지옥에서 자홍의 과거가 하나 둘씩 드러나면서 예상치 못한 고난과 맞닥뜨리는데…누구나 가지만 아무도 본 적 없는 곳,2017년 새로운 세계의 문이 열린다!",https://movie.daum.net/moviedb/main?movieId=73003
2018,6,쥬라기 월드: 폴른 킹덤,18.06.06,"5,661,128",12세이상관람가,"진화는 위기가 된다지상 최대의 테마파크 ‘쥬라기 월드’가 폐쇄된 이후 화산 폭발 조짐이 일어나자, 오웬(크리스 프랫)과 클레어(브라이스 달라스 하워드)는 공룡들의 멸종을 막기 위해 이슬라 누블라 섬으로 떠난다.한편, 진화된 공룡들을 이용하려는 세력의 거대한 음모가 드러나고, 절대 지상에 존재해선 안될 위협적 공룡들이 마침내 세상 밖으로 등장하게 되는데…",https://movie.daum.net/moviedb/main?movieId=108035
2018,7,앤트맨과 와스프,18.07.04,"5,448,305",12세이상관람가,"“이제 믿을 건 자네 둘 뿐이야”사이즈부터 다른 마블의 히든카드가 온다‘시빌 워’ 사건 이후 은둔하며 히어로와 가장의 역할 사이에서 고민 중이던 ‘앤트맨’과 새로운 파트너 ‘와스프’ 앞에 정체불명의 빌런 ‘고스트’가 등장한다. 시공간의 개념이 사라진 양자 영역으로 들어갈 수 있는 기술을 훔쳐 달아난 고스트를 쫓던 앤트맨과 와스프는 상상도 못했던 상황에 직면하는데…*양자 영역이란?; 원자보다 더 작은 입자의 세계로 시공간의 개념이 사라진 영역으로, 앤트맨을 탄생시킨 행크 핌 박사의 아내이자 1대 와스프가 사라진 곳",https://movie.daum.net/moviedb/main?movieId=110746
2018,8,안시성,18.09.19,"5,441,020",12세이상관람가,"우리는 물러서는 법을 배우지 못했다! 우리는 무릎 꿇는 법을 배우지 못했다! 우리는 항복이라는 걸 배우지 못했다!천하를 손에 넣으려는 당 태종은 수십만 대군을 동원해 고구려의 변방 안시성을 침공한다. 20만 당나라 최강 대군 VS 5천명의 안시성 군사들. 40배의 전력 차이에도 불구하고, 안시성 성주 양만춘과 전사들은 당나라에 맞서 싸우기로 결심하는데…동아시아 역사상 가장 위대한 승리를 이끈 안시성 전투가 시작된다!",https://movie.daum.net/moviedb/main?movieId=110556
2018,9,블랙 팬서,18.02.14,"5,400,241",12세이상관람가,"‘시빌 워’ 이후 와칸다의 왕위를 계승한 티찰라(채드윅 보스만)는와칸다에만 존재하는 최강 희귀 금속 ‘비브라늄’과왕좌를 노리는 숙적들의 음모가 전세계적인 위협으로 번지자세상을 구할 히어로 ‘블랙 팬서’로서 피할 수 없는 전쟁에 나서는데…2월, 마블의 가장 혁신적인 히어로가 온다!",https://movie.daum.net/moviedb/main?movieId=98033
2018,10,완벽한 타인,18.10.31,"5,294,155",15세이상관람가,"우리 게임 한 번 해볼까? 다들 핸드폰 올려봐저녁 먹는 동안 오는 모든 걸 공유하는 거야전화, 문자, 카톡, 이메일 할 것 없이 싹!오랜만의 커플 모임에서 한 명이 게임을 제안한다.바로 각자의 핸드폰을 테이블 위에 올려두고 통화 내용부터 문자와 이메일까지 모두 공유하자고 한 것.흔쾌히 게임을 시작하게 된 이들의 비밀이 핸드폰을 통해 들통나면서 처음 게임을 제안했던 것과는 전혀 다른 상상치 못한 결말로 흘러가는데….상상한 모든 예측이 빗나간다!",https://movie.daum.net/moviedb/main?movieId=117910
2018,11,1987,17.12.27,"7,232,452",15세이상관람가,"“책상을 탁! 치니 억! 하고 죽었습니다”1987년 1월, 경찰 조사를 받던 스물두 살 대학생이 사망한다.증거인멸을 위해 박처장(김윤석)의 주도 하에 경찰은 시신 화장을 요청하지만, 사망 당일 당직이었던 최검사(하정우)는 이를 거부하고 부검을 밀어붙인다.단순 쇼크사인 것처럼 거짓 발표를 이어가는 경찰. 그러나 현장에 남은 흔적들과 부검 소견은 고문에 의한 사망을 가리키고, 사건을 취재하던 윤기자(이희준)는 ‘물고문 도중 질식사’를 보도한다. 이에 박처장은 조반장(박희순)등 형사 둘만 구속시키며 사건을 축소하려 한다.한편, 교도소에 수감된 조반장을 통해 사건의 진상을 알게 된 교도관 한병용(유해진)은 이 사실을 수배 중인 재야인사에게 전달하기 위해 조카인 연희(김태리)에게 위험한 부탁을 하게 되는데…한 사람이 죽고, 모든 것이 변화하기 시작했다.모두가 뜨거웠던 1987년의 이야기.",https://movie.daum.net/moviedb/main?movieId=108595
2018,12,독전,18.05.22,"5,064,323",15세이상관람가,"아시아 최대 마약 조직, 실체 없는 적을 추적하라!의문의 폭발 사고 후,오랫동안 마약 조직을 추적해온 형사 ‘원호’(조진웅)의 앞에 조직의 후견인 ‘오연옥’(김성령)과 버림받은 조직원 ‘락’(류준열)이 나타난다. 그들의 도움으로 아시아 마약 시장의 거물 ‘진하림’(김주혁)과 조직의 숨겨진 인물 ‘브라이언’(차승원)을 만나게 되면서 그 실체에 대한 결정적 단서를 잡게 되는데…끝까지 의심하라!5월 24일, 독한 자들의 전쟁이 시작된다!",https://movie.daum.net/moviedb/main?movieId=108633
2018,13,공작,18.08.08,"4,975,517",12세이상관람가,"북으로 간 스파이, 암호명 흑금성1993년, 북한 핵 개발을 둘러싸고 한반도의 위기가 고조된다.정보사 소령 출신으로 안기부에 스카우트된 박석영(황정민)은 ‘흑금성’이라는 암호명으로 북핵의 실체를 캐기 위해 북의 고위층 내부로 잠입하라는 지령을 받는다.안기부 해외실장 최학성(조진웅)과 대통령 외에는 가족조차도 그의 실체를 모르는 가운데 대북사업가로 위장해 베이징 주재 북 고위간부 리명운(이성민)에게 접근한 흑금성.그는 수 년에 걸친 공작 끝에, 리명운과 두터운 신의를 쌓고 그를 통해서, 북한 권력층의 신뢰를 얻는데 성공한다. 그러나, 1997년. 남의 대선 직전에 흑금성은 남과 북의 수뇌부 사이 은밀한 거래를 감지한다.조국을 위해 굳은 신념으로 모든 것을 걸고 공작을 수행했던 그는 걷잡을 수 없는 갈등에 휩싸이는데…",https://movie.daum.net/moviedb/main?movieId=109169
2018,14,베놈,18.10.03,"3,888,096",15세이상관람가,"영웅인가, 악당인가진실을 위해서라면 몸을 사리지 않는 정의로운 열혈 기자 '에디 브록'거대 기업 라이프 파운데이션의 뒤를 쫓던 그는이들의 사무실에 잠입했다가 실험실에서외계 생물체 '심비오트'의 기습 공격을 받게 된다.'심비오트'와 공생하게 된 '에디 브록'은마침내 한층 강력한 '베놈'으로 거듭나고,악한 존재만을 상대하려는 '에디 브록'의 의지와 달리'베놈'은 난폭한 힘을 주체하지 못하는데…!지배할 것인가, 지배당할 것인가10월, 마블 역사상 가장 강렬한 빌런 히어로의 등장을 확인하라!",https://movie.daum.net/moviedb/main?movieId=112415
2018,15,암수살인,18.10.03,"3,789,553",15세이상관람가,"피해자는 있지만 신고도, 시체도, 수사도 없어 세상에 알려지지 않은 살인사건, 암수살인.“일곱, 총 일곱 명 입니다. 제가 죽인 사람들예.”수감된 살인범 강태오(주지훈)는 형사 김형민(김윤석)에게 추가 살인을 자백한다.형사의 직감으로 자백이 사실임을 확신하게 된 형민은, 태오가 적어준 7개의 살인 리스트를 믿고 수사에 들어간다.“이거 못 믿으면 수사 못한다. 일단 무조건 믿고, 끝까지 의심하자.”태오의 추가 살인은 세상에 알려지지 않은 암수사건.형민은 태오가 거짓과 진실을 교묘히 뒤섞고 있다는 걸 알게 되지만 수사를 포기하지 않는다. 그러나 다가오는 공소시효와 부족한 증거로 인해 수사는 난항을 겪게 되는데…",https://movie.daum.net/moviedb/main?movieId=109924
2018,16,데드풀 2,18.05.16,"3,784,602",청소년관람불가,"마침내, 그 분이 오신다! 이번엔 혼자가 아니다!암치료를 위한 비밀 실험에 참여한 후, 강력한 힐링팩터 능력을 지닌 슈퍼히어로 데드풀로 거듭난 웨이드 윌슨(라이언 레놀즈). 운명의 여자친구 바네사(모레나 바카린)와 행복한 미래를 꿈꾸지만 다시 나락으로 떨어지고, 밑바닥까지 내려간 데드풀은 더 나은 사람이 되기로 결심한다. 어느 날, 미래에서 시간 여행이 가능한 용병 케이블(조슈 브롤린)이 찾아 오면서 새로운 사건이 발생하고 데드풀은 생각지도 못한 기상천외 패밀리를 결성하게 되는데...",https://movie.daum.net/moviedb/main?movieId=102301
2018,17,국가부도의 날,18.11.28,"3,755,469",12세이상관람가,"모든 투자자들은 한국을 떠나라. 지금 당장1997년, 대한민국 최고의 경제 호황을 믿어 의심치 않았던 그때, 곧 엄청난 경제 위기가 닥칠 것을 예견한 한국은행 통화정책팀장 ‘한시현’(김혜수)은 이 사실을 보고하고, 정부는 뒤늦게 국가부도 사태를 막기 위한 비공개 대책팀을 꾸린다. 한편, 곳곳에서 감지되는 위기의 시그널을 포착하고 과감히 사표를 던진 금융맨 ‘윤정학’(유아인)은 국가부도의 위기에 투자하는 역베팅을 결심, 투자자들을 모으기 시작한다. 이런 상황을 알 리 없는 작은 공장의 사장이자 평범한 가장 ‘갑수’(허준호)는  대형 백화점과의 어음 거래 계약서에 도장을 찍고 소박한 행복을 꿈꾼다. 국가부도까지 남은 시간 단 일주일.  대책팀 내부에서 위기대응 방식을 두고 시현과 ‘재정국 차관’(조우진)이 강하게 대립하는 가운데,  시현의 반대에도 불구하고 ‘IMF 총재’(뱅상 카셀)가 협상을 위해 비밀리에 입국하는데… 위기를 막으려는 사람과 위기에 베팅하는 사람, 그리고 회사와 가족을 지키려는 평범한 사람, 1997년, 서로 다른 선택을 했던 사람들의 이야기가 시작된다!",https://movie.daum.net/moviedb/main?movieId=114124
2018,18,코코,18.01.11,"3,516,880",전체관람가,영원히 기억하고 싶은 황홀한 모험이 시작된다!뮤지션을 꿈꾸는 소년 미구엘은 전설적인 가수 에르네스토의 기타에 손을 댔다 ‘죽은 자들의 세상’에 들어가게 된다. 그리고 그곳에서 만난 의문의 사나이 헥터와 함께 상상조차 못했던 모험을 시작하게 되는데… 과연 ‘죽은 자들의 세상’에 숨겨진 비밀은? 그리고 미구엘은 무사히 현실로 돌아올 수 있을까?,https://movie.daum.net/moviedb/main?movieId=110929
2018,19,아쿠아맨,18.12.19,"5,041,187",12세이상관람가,"땅의 아들이자 바다의 왕, 심해의 수호자인 슈퍼히어로 아쿠아맨의 지상 세계와 수중 세계를 오가는 위대한 여정과 탄생을 그린 액션 블록버스터",https://movie.daum.net/moviedb/main?movieId=94484
2018,20,그것만이 내 세상,18.01.17,"3,420,494",12세이상관람가,"한때는 WBC 웰터급 동양 챔피언이었지만 지금은 오갈 데 없어진 한물간 전직 복서 ‘조하’(이병헌). 우연히 17년 만에 헤어진 엄마 ‘인숙’(윤여정)과 재회하고, 숙식을 해결하기 위해 따라간 집에서 듣지도 보지도 못했던 뜻밖의 동생 ‘진태’(박정민)와 마주한다. 난생처음 봤는데… 동생이라고 ?! 라면 끓이기, 게임도 최고로 잘하지만 무엇보다 피아노에 천재적 재능을 지닌 서번트증후군 진태. 조하는 입만 열면 “네~” 타령인 심상치 않은 동생을 보자 한숨부터 나온다. 하지만 캐나다로 가기 위한 경비를 마련하기 전까지만 꾹 참기로 결심한 조하는 결코 만만치 않은 불편한 동거생활을 하기 시작하는데…살아온 곳도, 잘하는 일도, 좋아하는 것도 다른 두 형제가 만났다!",https://movie.daum.net/moviedb/main?movieId=108632
2018,21,마녀,18.06.27,"3,189,091",15세이상관람가,"시설에서 수많은 이들이 죽은 의문의 사고.그날 밤 홀로 탈출한 후 모든 기억을 잃고 살아온 고등학생 ‘자윤’ 앞에의문의 인물들이 등장하기 시작하고,자신이 기억하지 못하는 과거를 알고 있는 그들의 등장으로 자윤은 혼란에 휩싸이게 되는데...!그들이 나타난 후 모든 것이 바뀌었다",https://movie.daum.net/moviedb/main?movieId=111293
2018,22,탐정: 리턴즈,18.06.13,"3,152,895",15세이상관람가,"대한민국 최초 탐정사무소 신!장!개!업!전 국민을 웃긴 추리 콤비 ‘혹’ 달고 돌아왔다!역대급 미제사건을 해결한 추리 콤비, 셜록 덕후 만화방 주인 ‘강대만’(권상우)과 광역수사대 레전드 형사 ‘노태수’(성동일)! 드디어 대한민국 최초 탐정사무소를 개업하고, 전직 사이버 수사대 에이스 ‘여치’(이광수)까지 영입하며 탐정으로서의 첫 발을 내딛는다.하지만 꿈과 현실은 다른 법! 기다리는 사건 대신 파리만 날리고, 생활비 압박에 결국 경찰서까지 찾아가 몰래 영업을 뛰기 시작한다.드디어 기다림 끝에 찾아온 첫 의뢰인. 게다가 성공보수는 무려 5천만 원! 자신만만하게 사건을 받아 든 세 사람은 파헤칠수록 꼬리에 꼬리를 무는 의심스러운 증거들로 혼란에 빠지기 시작하는데…""우리가 가는 길 미제사건이란 없다""6월, 최강 트리플 콤비의 본격 추리가 시작된다!",https://movie.daum.net/moviedb/main?movieId=112705
2018,23,인크레더블 2,18.07.18,"3,033,105",전체관람가,"지금까지의 히어로는 잊어라!슈퍼맘 ‘헬렌’이 국민 히어로 ‘일라스티걸’로 활약하며 세상의 주목을 받자 바쁜 아내의 몫까지 집안일을 하기 위해 육아휴직을 낸 아빠 ‘밥’은 질풍노도 시기의 딸 ‘바이올렛’, 자기애가 넘치는 아들 ‘대쉬’, 어마무시한 능력을 시도때도 없이 방출하는 막내 ‘잭잭’까지 전담하며 전쟁같은 하루하루를 보낸다.그러던 어느 날,각자의 위치에서 바쁜 일상을 보내던 슈퍼파워 가족 앞에 새로운 악당이 나타났다!다시 한번 세상을 구하기 위해 나선 가족은‘인크레더블’한 능력을 발휘할 수 있을까?",https://movie.daum.net/moviedb/main?movieId=117020
2018,24,서치,18.08.29,"2,951,630",12세이상관람가,"목요일 11:30 PM 딸의 부재중 전화 3통그리고 딸이 사라지다목요일저녁, 딸마고에게 걸려온 부재중 전화 3통아빠 데이빗은그 후연락이 닿지 않는 딸이 실종됐음을 알게된다. 경찰의 조사는 본격적으로 시작되지만결정적인 단서들이 나오지 않는 가운데,실종된 날 밤 마고가 향하던 곳이 밝혀지며새로운 사실들이 발견된다.사건의 실마리를 찾은 곳은 다름 아닌 딸마고의 노트북구글, 유튜브, 페이스북등 SNS에서 상상조차하지 못한 딸의 진실이 펼쳐지는데…현실에서는 찾을 수 없는 딸의 흔적을 검색하다!",https://movie.daum.net/moviedb/main?movieId=117952
2018,25,너의 결혼식,18.08.22,"2,821,044",12세이상관람가,"기억하나요? 당신의 첫사랑고3 여름, 전학생 ‘승희’(박보영)를 보고 첫눈에 반한 ‘우연’(김영광). 승희를 졸졸 쫓아다닌 끝에 마침내 공식커플로 거듭나려던 그때! 잘 지내라는 전화 한 통만 남긴 채 승희는 사라져버리고, 우연의 첫사랑은 그렇게 막을 내리는 듯했다.1년 뒤, 승희의 흔적을 쫓아 끈질긴 노력으로 같은 대학에 합격한 우연. 그런데 그의 앞을 가로막은 건… 다름 아닌 그녀의 남.자.친.구!예술로 빗나가는 타이밍 속 다사다난한 그들의 첫사랑 연대기는 계속된다!",https://movie.daum.net/moviedb/main?movieId=113862
2018,26,곤지암,18.03.28,"2,676,427",15세이상관람가,"공포 체험의 성지 ‘곤지암 정신병원’1979년 환자 42명의 집단 자살과 병원장의 실종 이후,섬뜩한 괴담으로 둘러싸인 곤지암 정신병원으로공포체험을 떠난 7명의 멤버들원장실, 집단 치료실, 실험실, 열리지 않는 402호…괴담의 실체를 담아내기 위해병원 내부를 촬영하기 시작하던 멤버들에게상상도 못한 기이하고 공포스러운 일들이실제로 벌어지기 시작 하는데…가지 말라는 곳에는 반드시 이유가 있다.소름 끼치는 ‘곤지암 정신병원’ 의 실체를 체험하라!",https://movie.daum.net/moviedb/main?movieId=118604
